OTUId	LIU.CIRCHESNREPEATS.N04231CT00.RAV752.H1	LIU.CIRCHESNREPEATS.N14551M600.RAV751.H5	LIU.CIRCHESNREPEATS.N06891Y100.RAV752.D5	LIU.CIRCHESNREPEATS.M19165M600.RAV752.A5	LIU.CIRCHESNREPEATS.N06299CT00.RAV752.A2	LIU.CIRCHESNREPEATS.L17774SN00.RAV752.A6	LIU.CIRCHESNREPEATS.N09846SN00.RAV752.B7	LIU.CIRCHESNREPEATS.N09391SN00.RAV752.F5	LIU.CIRCHESNREPEATS.L87107IM00.RAV751.H3	LIU.CIRCHESNREPEATS.N08354M600.RAV752.E5	LIU.CIRCHESNREPEATS.L08239SN00.RAV752.H5	LIU.CIRCHESNREPEATS.M04248CT00.RAV752.C3	LIU.CIRCHESNREPEATS.N18747SN02.RAV752.E2	LIU.CIRCHESNREPEATS.N15954SN00.RAV751.G5	LIU.CIRCHESNREPEATS.L19198M600.RAV752.A4	LIU.CIRCHESNREPEATS.L13716Y100.RAV751.A6	LIU.ctrl.PCRPOSFECAL.RAV752.F12	LIU.CIRCHESNREPEATS.M21045Y100.RAV752.E6	LIU.CIRCHESNREPEATS.L06734CT00.RAV751.D6	LIU.CIRCHESNREPEATS.N18551Y100.RAV752.F7	LIU.CIRCHESNREPEATS.N20766Y100.RAV752.H7	LIU.CIRCHESNREPEATS.M02141CT00.RAV751.H6	LIU.CIRCHESNREPEATS.L02491Y100.RAV752.G2	LIU.CIRCHESNREPEATS.L73065PR00.RAV751.B1	LIU.CIRCHESNREPEATS.M07845SN00.RAV752.D6	LIU.CIRCHESNREPEATS.L89814PR00.RAV751.B2	LIU.CIRCHESNREPEATS.L04645CT00.RAV752.G5	LIU.CIRCHESNREPEATS.N11019M600.RAV752.C7	LIU.ctrl.PCRPOSVAG.RAV752.E12	LIU.CIRCHESNREPEATS.N09294Y100.RAV752.A7	LIU.CIRCHESNREPEATS.M20862SN00.RAV752.F1	LIU.CIRCHESNREPEATS.N06794CT00.RAV752.C5	LIU.CIRCHESNREPEATS.M81823PR00.RAV751.A3	LIU.CIRCHESNREPEATS.M21346SN00.RAV751.D5	LIU.CIRCHESNREPEATS.N00223CT00.RAV752.G6	LIU.CIRCHESNREPEATS.M03382M600.RAV752.B4	LIU.CIRCHESNREPEATS.M05730CT01.RAV752.A1	LIU.CIRCHESNREPEATS.N02663M600.RAV752.G1	LIU.CIRCHESNREPEATS.N08192SN00.RAV752.D2	LIU.CIRCHESNREPEATS.M08565Y100.RAV752.B1	LIU.CIRCHESNREPEATS.L04679M600.RAV752.F3	LIU.CIRCHESNREPEATS.M03780Y100.RAV752.A3	LIU.CIRCHESNREPEATS.M20561SN00.RAV752.B5	LIU.CIRCHESNREPEATS.L07925SN00.RAV752.F4	LIU.CIRCHESNREPEATS.M03780CT00.RAV752.B3	LIU.CIRCHESNREPEATS.N00914Y100.RAV752.D3	LIU.CIRCHESNREPEATS.M69843IM00.RAV751.D4	LIU.CIRCHESNREPEATS.N19352SN00.RAV752.A8	LIU.CIRCHESNREPEATS.N85662IM00.RAV751.B5	LIU.CIRCHESNREPEATS.N17019SN00.RAV752.D7	LIU.CIRCHESNREPEATS.L87694PR00.RAV751.H1	LIU.CIRCHESNREPEATS.L82241PR00.RAV751.E1	LIU.CIRCHESNREPEATS.M09138SN00.RAV752.C1	LIU.CIRCHESNREPEATS.N11784SN00.RAV751.F5	LIU.CIRCHESNREPEATS.M15563SN01.RAV752.E1	LIU.CIRCHESNREPEATS.L88738PR00.RAV751.A2	LIU.CIRCHESNREPEATS.N19035SN00.RAV752.G7	LIU.CIRCHESNREPEATS.N00516CT00.RAV752.H6	LIU.CIRCHESNREPEATS.L17774Y100.RAV752.H3	LIU.CIRCHESNREPEATS.M03803Y100.RAV752.G4	LIU.CIRCHESNREPEATS.N11019SN00.RAV752.E4	LIU.CIRCHESNREPEATS.N65690PR00.RAV751.C3	LIU.CIRCHESNREPEATS.N15637SN00.RAV752.E3	LIU.CIRCHESNREPEATS.L87107PR00.RAV751.G1	LIU.CIRCHESNREPEATS.M08379Y100.RAV752.H4	LIU.CIRCHESNREPEATS.M18940Y100.RAV752.D4	LIU.CIRCHESNREPEATS.L31932PR00.RAV751.A1	LIU.CIRCHESNREPEATS.M80933PR00.RAV751.H2	LIU.CIRCHESNREPEATS.N68946IM00.RAV751.A5	LIU.CIRCHESNREPEATS.M04434CT01.RAV752.C6	LIU.CIRCHESNREPEATS.N64718PR00.RAV751.B3	LIU.CIRCHESNREPEATS.M12233Y100.RAV752.D1	LIU.CIRCHESNREPEATS.M12411SN00.RAV751.C5	LIU.CIRCHESNREPEATS.M69843PR00.RAV751.G2	LIU.CIRCHESNREPEATS.M21752Y100.RAV752.F6	LIU.CIRCHESNREPEATS.L81026PR00.RAV751.D1	LIU.CIRCHESNREPEATS.M87360IM00.RAV751.F4	LIU.CIRCHESNREPEATS.L91168PR00.RAV751.D2	LIU.CIRCHESNREPEATS.N07503Y100.RAV752.C2	LIU.CIRCHESNREPEATS.N21509M600.RAV752.F2	LIU.CIRCHESNREPEATS.M04379M600.RAV752.C4	LIU.CIRCHESNREPEATS.L04645Y100.RAV752.H2	LIU.ctrl.PCRNTC2.RAV752.H12	LIU.CIRCHESNREPEATS.M69796PR00.RAV751.F2	LIU.CIRCHESNREPEATS.N07503SN00.RAV752.B2	LIU.CIRCHESNREPEATS.L89830PR00.RAV751.C2	LIU.CIRCHESNREPEATS.N65690IM00.RAV751.H4	LIU.CIRCHESNREPEATS.L73065IM00.RAV751.E3	LIU.CIRCHESNREPEATS.L17740M600.RAV752.G3	LIU.CIRCHESNREPEATS.L80754IM00.RAV751.F3	LIU.CIRCHESNREPEATS.L91207PR00.RAV751.E2	LIU.CIRCHESNREPEATS.M00434CT00.RAV752.B6	LIU.CIRCHESNREPEATS.L83725PR00.RAV751.F1	LIU.CIRCHESNREPEATS.M69796IM00.RAV751.C4	LIU.CIRCHESNREPEATS.N17467SN00.RAV752.E7	LIU.CIRCHESNREPEATS.M00531CT00.RAV751.G6	LIU.CIRCHESNREPEATS.L80754PR00.RAV751.C1	LIU.CIRCHESNREPEATS.N68946PR00.RAV751.D3	LIU.CIRCHESNREPEATS.M81823IM00.RAV751.E4	LIU.CIRCHESNREPEATS.L20031Y100.RAV751.B6	LIU.CIRCHESNREPEATS.L15693SN00.RAV751.E6	LIU.CIRCHESNREPEATS.N12399SN00.RAV751.E5	LIU.CIRCHESNREPEATS.L21028Y100.RAV751.F6	LIU.CIRCHESNREPEATS.L81026IM00.RAV751.G3	LIU.CIRCHESNREPEATS.M02743Y100.RAV751.A7	LIU.ctrl.PCRNTC1.RAV752.G12	LIU.CIRCHESNREPEATS.N10030Y100.RAV751.C6	LIU.CIRCHESNREPEATS.L91168IM00.RAV751.B4	LIU.CIRCHESNREPEATS.L89814IM00.RAV751.A4	LIU.CIRCHESNREPEATS.N64718IM00.RAV751.G4
OTU_16470	349	1413	691	7105	3476	1849	51038	905	888	2359	35469	44261	1375	121	16467	9134	15	59497	4646	42183	700	5321	113	948	27415	1265	68102	2250	5344	3745	1465	6762	1273	61	1995	39025	1779	16415	1736	71	50	4225	1159	5348	163	21	525	17751	16	11603	1554	142	4738	230	475	3482	194	349	61	240	49	925	663	379	47	257	952	524	296	158	1426	28	87	294	434	148	303	379	411	24	149	79	1	125	53	643	1	217	92	336	247	437	139	253	299	295	473	519	120	18	32	13	6	27	22	2	20	68	8	3
OTU_5798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20780	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_12384	485	744	1	25	63	33	65	6	10	5640	337	1681	724	1271	20	259	0	48	8	56	433	47	1270	80	357	66	335	1872	0	1343	183	40	369	2	90	88	8	5111	309	127	5	2648	330	1271	177	1068	609	229	2	6	113	85	258	552	124	123	83	8	3	27	6293	87	792	106	5748	600	34	1170	163	205	94	3	26	337	147	48	3	98	19	4	168	859	2	133	16	73	1	78	277	204	139	3	99	9	22	38	89	84	34	3	1	5	4	39	2	0	4	6	1	0
OTU_19138	12	38	4315	1094	6308	8422	1605	3860	0	284	649	14	3	24	11270	27	0	185	13133	85	69	40	2	0	367	0	11	80	0	7548	2419	66	0	154	0	5	57	9	28	6	2	12	116	371	2	4	0	106	4	710	1	0	26	22	5	2	4	57	95	12	7	0	1	0	0	6	0	0	0	66	0	60	10	0	5	0	1	2	2	2	0	5	0	0	6	0	0	0	6	0	0	15	3	0	4	2	0	1	0	9	6	2	6	0	11	0	5	0	0	0
OTU_5694	117	389	8783	4284	21149	18968	87529	12847	0	403	13597	2668	74	10	4615	428	1	9407	1933	5634	465	955	0	73	36909	103	21595	189	284	11002	12526	305	16	19	70	118	223	243	134	19	12	20	378	218	79	8	19	145	0	2637	1	4	85	99	18	283	62	213	261	29	10	62	6	2	3	19	62	0	18	99	100	97	3	0	63	8	0	29	38	3	2	20	0	1	13	42	0	11	29	0	11	586	9	23	9	0	22	28	1	0	10	4	4	2	6	0	1	4	0	0
OTU_11737	2163	2	13	18	8	117	1507	45	1	19	5199	43	5	6	0	2	1	841	0	5420	3503	43	0	4	63	10	19577	121819	0	38	3	64	2	1	7	7	0	243	110	169	5	3	10983	1822	0	7	0	40	2	3970	4	1	4	0	3	29	152	103	7	20	1	24	627	3	1	16	7	0	0	1330	14	2	0	0	80	1	0	3	1	3	0	0	0	0	1	5	0	1	4	2	0	49	1	1	446	0	4	8	0	0	1	0	1	0	0	0	0	0	0	0
OTU_284	150	272	4208	10641	5347	5169	51287	18004	47	601	16842	35	100	22	10	2813	1	11289	14331	33608	434	5259	1	2	575	3	3712	59	413	4734	2181	488	0	182	173	172	491	43	122	18	21	10	826	310	72	8	14	1857	18	2926	1	1	491	92	21	7	54	460	18	131	10	0	639	0	4	54	5	2	100	153	9	61	10	1	311	2	43	2	5	1	1	21	2	2	8	0	0	1	38	15	4	348	9	0	19	120	1	1	0	12	12	11	13	0	19	2	19	0	0	0
OTU_50	3405	1987	72	1888	172	34	162	25	1158	2612	289	1782	2412	974	32	417	120183	321	6	86	1077	380	2232	268	41	275	350	1645	802	734	140	256	940	1466	1916	11	2964	2141	247	2182	1818	2066	2412	2185	3185	2258	462	1346	11	104	1144	144	3708	724	1732	626	141	2057	29	2640	4154	258	2435	320	2402	2729	184	1337	1822	1766	367	811	1256	490	2103	109	370	191	2091	1905	5782	2489	1787	187	2707	232	1	174	2470	522	218	1809	160	57	61	613	199	207	360	4	1	20	2	37	13	1007	12	10	6	558
OTU_12430	208	134	0	9	3	0	114	1	24	315	1074	5	1597	78	2	29	0	292	0	1	1	37	73	8	5	27	282	1	0	7	18	1	266	1	2	11	24	837	0	262	0	1	4	116	0	1	16	1	1	83	13	7	16	8	16	29	26	1	0	3	0	33	0	17	166	37	9	110	0	1	34	0	0	20	6	11	64	16	2	1	0	4	0	15	0	20	1	11	57	3	12	1	7	8	0	22	17	13	25	0	0	0	0	7	0	0	0	1	0	1
OTU_8376	0	38	5	0	0	0	1	25	0	0	0	12	10	0	0	4	0	16	11	0	0	2509	0	0	32	0	0	18	0	0	20	1	0	5	0	0	0	0	15	0	0	0	0	3	0	2	0	0	1	1	0	0	2	7	1	0	0	8	0	0	0	2	14	0	0	5	0	1	0	0	0	3	4	0	0	1	0	3	0	0	0	2	0	0	0	0	0	2	0	0	1	0	9	0	23	0	0	0	0	1	10	1	0	0	1	0	1	0	0	0
OTU_3640	0	1	0	0	10	0	84	2	0	165	2	1	247	47	0	0	0	0	0	0	18	12	0	0	212	0	0	489	0	5	1	20	0	0	0	1	0	0	11	82	0	551	10	0	52	0	0	1	0	0	0	0	0	49	7	0	0	0	0	63	45	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5472	5	17	0	113	1352	4	660	1158	0	40	471	1	0	0	0	5	0	14	5988	34	0	7	0	0	86	0	6	1	71	0	512	20	0	55	0	1	7	3	6	2	0	0	7	10	0	0	0	4	0	13	0	1	88	4	0	0	1	16	0	2	0	0	1	0	0	4	0	0	1	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	1	0	0	4	0	1	0	0	0
OTU_11959	271	877	2	18	52	22	445	17	10	9794	179	2362	493	138	31	25	0	29	2	9	148	999	5802	9	479	11	13186	3673	2	381	118	1232	52	1	48	598	5	2779	32	694	13	894	78	436	215	75	15	9	2	2693	24	22	102	1157	214	11	467	183	4	18	1092	11	4	38	22014	424	7	355	70	115	12	5	452	94	306	12	14	18	207	8	5	2787	6	36	16	16	2	24	249	9	25	14	21	2	6	79	27	16	0	3	3	11	2	3	5	0	3	1	2	0
OTU_18110	354	181	718	2194	846	1342	14808	1275	0	1157	44609	6079	520	15	304	117	3	13479	1923	10561	104	646	18	160	7646	242	9378	916	7528	2216	365	1290	239	28	254	1138	75	748	249	11	9	1266	254	590	48	5	6	3284	7	5044	107	17	587	10	49	633	72	108	97	52	44	163	4	16	6	71	177	9	9	142	246	7	2	18	97	25	7	56	69	2	1	7	0	7	8	125	0	25	17	29	33	112	9	30	21	12	73	87	30	2	2	3	0	1	7	2	4	8	1	0
OTU_18045	11	4	3192	2184	7903	14325	4	995	0	4	137	7	1	2	43659	20	0	2	5127	7	206	7	3	0	4927	1	27	263	0	12256	2931	27	4	60	5	2	81	13	15	46	4	16	2047	3	3	6	0	74	3	343	0	0	485	13	8	4	14	25	18	14	6	0	6	0	2	8	1	0	1	20	0	36	5	0	4	1	16	4	8	4	2	4	0	0	3	0	0	0	8	0	0	11	8	0	2	6	0	0	0	3	1	1	1	0	7	0	4	0	2	0
OTU_467	21	13	0	1	3	2	0	0	1	1	30	939	19	3173	2	36	0	11	2	2	2462	19	2	29	0	39	12	103	0	2	6	5	60	2	0	0	1	3	7	6	1	2	220	3	80	406	1523	4	4	3	9	2	515	4	1	114	0	28	1	395	0	33	88	4	91	264	23	1	1	6	40	1	269	3	0	3	3	6	6	2	1	1	0	4	2	16	0	1	45	2	1	2	6	6	0	0	17	11	5	2	1	1	2	1	4	0	2	2	1	1
OTU_13257	7	61	30892	1535	7083	10999	39193	7454	0	342	218	85	1	3	38842	25	0	9	12503	33	752	25	1	0	6938	1	43	48	0	8972	2820	43	1	155	0	1	78	14	28	13	3	9	182	82	18	3	0	52	6	263	0	0	8	31	15	8	61	108	1	41	6	0	5	0	1	10	0	0	1	241	6	387	5	0	9	13	5	9	5	4	1	9	0	0	3	0	0	0	1	0	0	260	6	0	4	0	0	0	4	3	1	2	2	0	5	0	8	0	1	0
OTU_14197	3	0	0	0	1509	719	0	69	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	751	480	0	0	0	0	1	11	4	0	1	1	0	0	0	2	1	0	0	0	0	0	0	2	3	1	1	0	0	0	7	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26	197	186	281	131865	215	303	102	279	327	431	2214	127	66	315	142	31	44	10044	69	481	166	3439	64	38	340	17	570	409	18955	3072	107	265808	16	64	420	218	2754	204	1763	134	213	20380	569	92	23	2124	97	2907	93	1031	29	59	3384	2129	158	6	343	609	51	218	70	26	35	63	235	39	22	49	1486	450	6	109	296	20	643	39	27	34	148	155	222	1572	70	54	31	38	52	7	108	63	16	209	27	59	91	37	111	30	21	26	35	109	110	21	59	45	99	53	31	52
OTU_4461	30	10	4810	2169	4034	1606	9	8886	12	7	42	15	6	6	11914	22	0	310	18280	16	77239	16	2	0	8119	0	25	31	0	880	1624	83	2	243	9	6	71	16	39	18	12	16	438	40	46	7	0	78	4	5	1	1	41813	18	5	1	247	807	172	104	15	0	6	2	1	14	0	8	77	21	1	59	23	1	9	1	40	14	10	8	3	23	0	4	23	0	0	3	22	2	1	33	6	0	5	30	10	2	0	7	2	3	4	0	8	0	10	0	0	0
OTU_15039	6	1439	374	6708	334	1457	15806	747	0	805	124	1277	4	83	18	31	1	404	608	8407	168	1875	2	8	1789	6	101	462	218	1706	125	977	4	8	123	413	113	3	13	22	5	47	1163	74	4	17	0	915	4	8487	1	2	95	6	19	23	14	99	117	81	32	6	3	2	0	1	5	2	6	52	6	7	7	0	70	2	57	4	11	1	93	12	0	0	1	7	1	3	8	25	1	134	4	0	4	80	1	7	0	5	0	0	3	0	5	0	4	0	1	0
OTU_11855	12	140	0	1	10	2	71	1	250	25	1455	146	33	1291	0	207	1	618	1	27	6	166	2442	234	565	206	699	56	3	41	43	132	1197	0	2	13	1	1121	22	989	1	176	101	3034	15	66	675	97	2	11	326	333	12	6	2	259	0	12	3	3	78	232	0	438	1453	381	90	4799	7	26	295	2	2	1479	999	201	137	353	15	3	0	8	1	508	3	217	1	345	126	422	391	96	366	39	4	86	339	256	150	1	2	3	0	89	2	0	2	13	8	4
OTU_14138	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	6030	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_69	1	0	259	826	559	331	0	1340	0	0	2	3	0	0	24414	1	0	0	0	3	0	0	1	0	1	0	0	1	0	353	266	1	0	0	0	1	15	1	1	1	0	1	1	1	0	0	0	23	0	0	0	0	1	0	2	2	1	16	1	6	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5409	195	358	4996	8451	26973	29167	19254	14618	0	627	17752	1265	28	13	36836	119	0	428	9000	8581	467	1943	4	0	17380	0	7669	50	37	20670	14168	94	2	116	11	133	357	119	71	28	19	39	685	600	17	2	10	374	7	1207	3	0	99	50	26	12	60	249	165	227	20	1	91	1	3	17	2	0	24	122	1	69	4	0	68	0	58	9	27	7	25	18	0	0	23	0	0	11	39	2	0	135	16	0	72	0	0	0	0	4	2	1	0	0	15	0	7	1	0	0
OTU_372	113	141	1	93	7	10	130	20	98	459	4	110	159	233	10	112	399	29	11	68	767	16	32	7	5675	5	1673	273	2869	95	32	377	1	0	5	9	62	580	69	129	6	375	249	111	21	13	272	135	2	0	10	7	73	1204	172	25	72	54	9	68	640	11	60	6	675	430	6	107	43	2	5	0	18	43	3	3	12	14	9	2	3	547	0	18	1	6	0	8	45	32	12	5	9	2	22	1	6	15	0	1	2	3	1	5	4	1	4	0	0	1
OTU_5727	3	4	152	8445	2317	8155	3079	13812	0	229	303	996	2	10	11788	5	0	98	3073	12	161	150	0	0	11218	0	16387	29	96	7005	958	53	2	33	2	9	158	148	16	1	1	4	129	166	2	1	0	197	2	429	0	0	382	15	4	1	8	153	269	142	2	0	6	4	3	59	1	0	2	26	0	5	0	1	3	0	0	2	13	0	43	122	0	0	1	0	0	0	3	0	0	28	4	0	3	0	0	0	0	1	0	0	2	0	3	0	0	0	1	0
OTU_18767	0	0	1773	10	165	6	184	4614	0	0	6	2	2	0	182	0	0	15	24	60	42	10	0	0	601	0	0	2	0	2	113	2	0	4	0	0	0	0	2	1	0	1	62	0	0	0	0	3	1	0	0	0	0	6	1	0	0	48	1	0	0	0	0	0	0	0	0	0	0	61	0	20	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10720	31	87	44370	4084	8148	9086	592	25295	0	6	3114	20	4	3	42055	40	4	19	11700	2991	4451	17	3	6	24193	5	72	52	58	4389	4612	119	28	145	13	2	133	18	62	11	1	7	434	11	101	57	0	429	9	214	1	0	13	27	2	15	94	317	256	11	54	10	30	0	0	13	8	0	0	64	7	574	7	0	30	9	253	12	8	3	2	16	0	0	5	12	1	0	19	7	2	21	10	0	17	17	4	2	2	4	0	0	1	1	6	0	4	1	1	1
OTU_18013	233	475	6	8703	2	46	12303	27	8	11	26962	124	1	1	2	31	6	729	92	48184	34	754	0	65	34	70	3636	1690	679	34	1	335	27	1	4	29	164	33	529	52	26	1	2523	6	2	4	0	233	4	3172	14	5	578	0	0	234	142	339	0	2	1	45	0	1	4	0	64	2	3	46	94	2	2	1	360	2	22	22	1	1	330	2	0	0	0	43	0	9	54	11	7	109	1	15	8	31	23	29	1	1	0	2	2	0	1	0	0	7	1	0
OTU_122	4	50	9	50	8	5	2564	7	608	13	15	16	12	1	4	1	10	13	0	11	77	391	23	4	2	10	45	6	9091	82	8	6	3	1	49	8	402	5	29	2	6	11	2	9386	2	12	801	1	0	18	7	16	567	1	10	12	6	51	40	5	11	15	771	16	4	307	8	20	13	2	4	6	3	37	2	7	30	74	7	1	2	72	0	60	4	25	3	190	0	1537	140	13	5	2	14	18	5	81	3	0	0	2	1	6	0	2	3	2	4	2
OTU_15534	3	116	1399	440	1923	803	2367	3431	0	134	154	2	1	0	9432	3	0	155	2199	2	1741	65	0	0	5387	0	4	70	0	795	748	59	0	27	1	2	22	2	7	11	1	4	222	64	46	0	0	19	0	54	0	0	6	4	3	2	10	60	161	9	1	0	1	0	1	1	0	0	10	70	1	18	5	0	4	0	1	3	2	1	0	3	0	0	4	0	0	0	1	0	0	16	3	0	2	7	0	0	0	1	0	1	0	0	1	0	2	0	0	0
OTU_5725	13	38	0	611	19943	39	838	91	0	0	2	18	5	15	8	83	1	0	84844	0	656	42	0	0	253	0	6	1	0	6	10891	0	0	893	0	3	150	36	126	12	4	10	98	501	4	0	0	13	34	0	0	0	10	59	13	6	0	3	24	7	15	0	1	0	2	9	0	0	10	0	1	5	39	0	0	1	0	26	11	3	1	14	0	0	16	0	0	0	12	0	0	5	3	0	0	9	0	0	0	28	6	17	13	0	37	0	35	0	0	0
OTU_134	149	79	267	161	155	326	253	248	36	663	340	128	168	99	75	108	1474	386	106	221	250	150	157	75	344	80	357	272	3123	169	113	241	28	88	383	107	80	149	161	682	97	370	224	49	106	147	19	218	84	350	2296	160	128	72	288	57	248	501	122	76	75	58	180	497	53	45	33	404	51	376	61	117	79	389	448	97	9	128	155	163	132	211	18	181	166	77	16	101	119	53	139	361	180	62	354	119	126	85	23	104	114	184	127	55	65	21	116	29	29	21
OTU_21183	167	2255	84	1798	56	122	1144	34	61	619	16298	1134	1334	13	322	5633	7	40294	21	3198	85	4902	3	366	4008	439	10684	362	227	1645	20	20408	2657	9	802	14076	285	532	653	20	8	2050	556	6587	27	74	279	3959	11	1221	3552	206	1414	153	532	881	24	77	10	21	12	398	6	788	11	46	242	778	1673	37	530	9	3974	596	82	152	157	255	16	1	4	19	0	178	9	315	6	195	11	339	236	34	246	94	144	47	324	276	246	17	32	14	10	33	32	1	13	28	6	8
OTU_5722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69383	0	0	0	1	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	1	0	0	1	0	86	0	32	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
OTU_18218	3	0	3525	3	1429	771	18	3323	0	48	20	2	1	0	0	0	0	3	47	6	1963	0	0	0	21990	0	2	8	0	807	479	14	0	3	0	1	9	2	13	2	1	1	10	15	0	0	0	10	0	56	0	0	2	3	0	2	6	50	1	4	2	0	65	0	1	3	0	0	0	504	0	32	0	0	2	2	0	3	2	1	0	0	0	0	2	0	0	0	3	0	0	6	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_18578	11	3	0	2071	1840	13	13	10	0	0	773	2	1	2	3	3	1	0	2034	23	0	1	0	0	9	1	9	0	378	21	692	0	0	27	0	0	76	40	5	3	2	4	38	472	89	0	0	52	5	0	0	0	3	3	1	0	0	0	24	1	3	0	0	0	1	23	1	0	47	2	0	0	2	0	0	0	9	0	2	2	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_12235	77	72	2	197	4	21	912	11	2	921	382	0	863	38	2	33	0	29	1	15	33	3598	394	114	197	172	903	75	1473	13	4	20405	375	1	557	27	2	50	18	34	0	13	20	34	9	0	139	16	3	43	64	14	283	49	17	435	13	21	0	0	3	154	1	14	12	33	120	57	5	7	207	1	26	35	29	21	13	72	15	0	5	289	0	13	1	94	0	28	4	8	37	15	9	29	4	22	77	73	25	4	0	2	1	0	2	0	3	10	2	4
OTU_22022	191	89	7	2236	4566	552	8429	33	11	5	21543	44	3	8	5	100	2	1511	10916	4123	14	1505	6	1	53	0	3333	15	1131	534	1200	131	0	111	2	18	75	33	28	9	6	3	442	4	2	2	1	502	7	482	4	0	58	14	7	1	25	32	114	156	3	0	114	1	3	3	0	0	9	57	2	4	18	0	35	0	1	5	7	2	1	9	1	0	2	0	0	0	16	2	1	42	3	0	6	64	0	1	1	7	7	5	3	0	8	1	12	0	0	0
OTU_11968	117	2319	14	1267	96	124	6	16	5	11922	5320	13227	5341	26	31	5228	0	27016	6	2331	51	76	5	610	6436	925	1340	44	44	6643	1528	14	11222	2	620	1324	676	46576	742	21	20	4245	131	588	13	246	162	1776	8	41	1907	164	707	90	266	1308	96	1733	6	80	34	1078	12	427	31	24	311	336	888	9	1287	9	137	270	172	212	17	503	129	9	120	64	0	91	16	676	3	224	37	53	266	10	138	269	155	98	498	641	1016	12	24	8	3	24	15	0	7	55	16	5
OTU_5470	0	55	1	54	287	1	225	0	71	0	0	0	0	1	0	10	0	54	5193	0	2	1893	0	0	13	0	89	1	0	0	111	0	0	57	1	4	4	1	3	1	0	0	0	162	0	0	0	4	1	0	0	0	35	6	3	0	0	4	0	1	30	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	95	6	0	0	1	1	0	0	0	0	0	1	0	0	0	8	0	0	0	1	0	0	2	0	3	0	4	0	0	0
OTU_13762	30	20	2159	3908	1264	1023	30927	3016	50	829	5104	22	2	0	12665	5	1	892	510	2808	54	320	1	2	8268	0	301	658	0	992	475	130	1	14	78	5	79	7	42	5	2	3	524	51	6	2	0	110	0	1232	3	1	200	8	19	1	17	60	4	22	1	1	3	0	2	0	1	3	0	27	4	28	0	1	26	1	94	1	0	1	0	3	0	1	0	1	0	0	5	2	0	197	0	0	1	0	0	0	2	0	0	0	1	1	1	0	0	0	0	1
OTU_13757	5	8	9473	102	10026	4066	4470	44894	2	9	114	62	62	0	4	15	0	6	6818	14	7601	4	1	0	11788	0	17	29	0	3300	5003	30	0	92	4	2	73	11	17	6	2	11	37	23	1	3	0	25	2	5	0	0	11	38	1	4	23	522	3	49	7	0	3	0	2	9	0	0	0	97	0	109	7	0	7	4	0	10	6	3	6	22	0	0	6	0	0	0	5	0	0	57	29	0	5	3	0	0	0	3	1	1	2	0	4	0	0	0	0	0
